source_inventory_id,redacted_source_path,programme,functional_area,sensitivity,duplicate_group_id,proposed_drive_folder,canonical_resource_type,target_canonical_asset_id,target_file_type,owner_role,website_section,consolidation_action,notes
SRC-000208,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/01. Activity Father & Son/Hula Hoop Chain.pdf,Boys,Weekly sessions,internal-source,DUP-AD852ED738,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000209,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/02. Theme Video/1. A man rejects passivity.pdf,Boys,Weekly sessions,internal-source,DUP-F0A9D59BBC,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000210,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/03. Discussion & Scripture/Reject Passivity Game.pdf,Boys,Weekly sessions,internal-source,DUP-6E2F65646C,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000211,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/03. Discussion & Scripture/The Tree.pdf,Boys,Weekly sessions,internal-source,DUP-3BBAC7D0C3,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000212,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/04. Demonstration & Media/Malachi Demonstration Part 3.pdf,Boys,Weekly sessions,internal-source,DUP-C23CABB451,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000213,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/05. Presentation & Testimony/Man of Action 1.pptx,Boys,Weekly sessions,internal-source,DUP-60B3EB51EB,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000214,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/07. Boys Teaching & Homework/Challenge for the week 2.pptx,Boys,Weekly sessions,internal-source,DUP-67FBA74201,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000215,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/8. Dad_s Toolbox (WhatsApp Group)/1. WhatsApp Message 4_Man of Action.pptx,Boys,Weekly sessions,internal-source,DUP-59D432B9CF,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000216,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/8. Dad_s Toolbox (WhatsApp Group)/2. A man rejects passivity.pdf,Boys,Weekly sessions,internal-source,DUP-F0A9D59BBC,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000217,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/03. Session 2_MAN of ACTION 1/8. Dad_s Toolbox (WhatsApp Group)/3. Being the Influencer.pdf,Boys,Weekly sessions,internal-source,DUP-55F4821384,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000218,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/.DS_Store,Boys,Weekly sessions,internal-source,DUP-62F1D95729,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Drive file reference,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000219,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/00. Session Overview/The Journey Session Overview Man of Action 2.pdf,Boys,Weekly sessions,internal-source,DUP-6EF6E106DB,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000220,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/01. Activity Father  & Son/Human Ladder.pdf,Boys,Weekly sessions,internal-source,DUP-C4F74B6CAA,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000221,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/02. Theme Video/1. A man rejects passivity.pdf,Boys,Weekly sessions,internal-source,DUP-F0A9D59BBC,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000222,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/03. Discussion & Scripture/Discussion.pdf,Boys,Weekly sessions,internal-source,DUP-9E0D8B23D5,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000223,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/04. Demonstration & Media/Choose Action over Perfection.pdf,Boys,Weekly sessions,internal-source,DUP-10DEFEFC28,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000224,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/07. Boys Teaching & Homework/Challenge for the week 3.pptx,Boys,Weekly sessions,internal-source,DUP-97DA8B3E02,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000225,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/8. Dad_s Toolbox (WhatsApp Group)/1. WhatsApp Message 5_Action not Perfection.pptx,Boys,Weekly sessions,internal-source,DUP-84B9CA0934,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000226,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/04. Session 3_MAN of ACTION 2/8. Dad_s Toolbox (WhatsApp Group)/2. Choose Action over Perfection.pdf,Boys,Weekly sessions,internal-source,DUP-10DEFEFC28,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000227,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/05. Surf Adventure (Optional)/01. Activity Father & Son/Surf Challenge.pdf,Boys,Other,internal-source,DUP-B33542F0A4,17 Archive Register,Archive Reference Library,CAN-ARCHIVE-REFERENCE-LIBRARY,Google Doc or Markdown page,Oversight Lead,Library,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000228,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/.DS_Store,Boys,Weekly sessions,internal-source,DUP-7A508BC020,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Drive file reference,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000229,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/00. Session Overview/Introducing THE GOSPEL - Man of responsibility 1 2 and 3 overview.pdf,Boys,Weekly sessions,internal-source,DUP-4B96883D4C,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000230,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/00. Session Overview/The Journey Session Overview Man of Responsibility 1.pdf,Boys,Weekly sessions,internal-source,DUP-A268ADE45B,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000231,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/01. Activity Father & Son/3 Leg Walk.pdf,Boys,Weekly sessions,internal-source,DUP-CC3D3FAF6C,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000232,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/02. Theme Video/2. A man accepts responsibility.pdf,Boys,Weekly sessions,internal-source,DUP-6DE613E26E,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000233,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/03. Discussion & Scripture/Man of Responsibility Discussion 1.pdf,Boys,Weekly sessions,internal-source,DUP-95EC962292,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000234,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/04. Demonstration & Media/What is Character.pdf,Boys,Weekly sessions,internal-source,DUP-7EAD73947E,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000235,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/05. Presentation & Testimony/Man of Responsibility 1.pptx,Boys,Weekly sessions,internal-source,DUP-719C47B1E9,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000236,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/06. Session 4_MAN of RESPONSIBILITY 1/07. Boys Teaching & Homework/Homework.pptx,Boys,Weekly sessions,internal-source,DUP-5641729CD7,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000237,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/07. Session 5_MAN of RESPONSIBILITY 2/00. Session Overview/The Journey Session Overview Man of Responsibility 2.pdf,Boys,Weekly sessions,internal-source,DUP-25CFCC642B,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000238,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/07. Session 5_MAN of RESPONSIBILITY 2/01. Activity Father & Son/Pole Nest.pdf,Boys,Weekly sessions,internal-source,DUP-B0C1F16F48,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000239,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/07. Session 5_MAN of RESPONSIBILITY 2/02. Theme Video/2. A man accepts responsibility.pdf,Boys,Weekly sessions,internal-source,DUP-6DE613E26E,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000240,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/07. Session 5_MAN of RESPONSIBILITY 2/03. Discussion & Scripture/Discussion.pdf,Boys,Weekly sessions,internal-source,DUP-9E0D8B23D5,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000241,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/07. Session 5_MAN of RESPONSIBILITY 2/04. Demonstration & Media/GOD HAS A PLAN FOR YOU.pdf,Boys,Weekly sessions,internal-source,DUP-21CA65A3AC,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
